SR. No,Ward No,Serial no.,Tree Name,Scientific Name,Latitude,Longitude,Girth (Inch),Height (Ft),Age (Years),Canopy (sq. mtr),Condition,Landmark,Concern Person,Remark
690,4,W41709552402713-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30321988,76.49316888,45,26,10_50,20,Good,Ward 4,Pravin More,Good
691,4,W41709552404175-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30325722,76.49301935,57,33,10_50,26,Good,Ward 4,Pravin More,Good
692,4,W41709552404879-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30313571,76.49299957,54,31,10_50,24,Good,Ward 4,Pravin More,Good
693,4,W41709552408436-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30316134,76.49293486,62,35,10_50,28,Good,Ward 4,Pravin More,Good
694,4,W41709552408857-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30321988,76.49290033,74,42,10_50,33,Good,Ward 4,Pravin More,Good
695,4,W41709552409529-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30319488,76.49281818,72,41,10_50,32,Good,Ward 4,Pravin More,Good
696,4,W41709552411005-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30327178,76.49268642,52,30,10_50,23,Good,Ward 4,Pravin More,Good
697,4,W41709552411821-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30325912,76.49277259,65,37,10_50,29,Good,Ward 4,Pravin More,Good
698,4,W41709552413430-akK0O,Gum Arabic Tree,Vachellia nilotica,19.3033262,76.49260394,62,35,10_50,28,Good,Ward 4,Pravin More,Good
699,4,W41709552413816-akK0O,Gum Arabic Tree,Vachellia nilotica,19.3032414,76.49258181,62,35,10_50,28,Good,Ward 4,Pravin More,Good
700,4,W41709552414473-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30336354,76.49261769,53,30,10_50,24,Good,Ward 4,Pravin More,Good
701,4,W41709552415806-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30338949,76.49252381,47,27,10_50,21,Good,Ward 4,Pravin More,Good
702,4,W41709552416257-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30331702,76.4925037,48,27,10_50,22,Good,Ward 4,Pravin More,Good
703,4,W41709552416646-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30339803,76.49248928,41,23,10_50,18,Good,Ward 4,Pravin More,Good
704,4,W41709552417138-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30337208,76.49243128,49,28,10_50,22,Good,Ward 4,Pravin More,Good
705,4,W41709552417657-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30341986,76.4924353,51,29,10_50,23,Good,Ward 4,Pravin More,Good
706,4,W41709552419133-akK0O,Gum Arabic Tree,Vachellia nilotica,19.3033436,76.49236288,58,33,10_50,26,Good,Ward 4,Pravin More,Good
707,4,W41709552419805-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30338158,76.49228778,59,34,10_50,26,Good,Ward 4,Pravin More,Good
708,4,W41709552420958-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30330342,76.4923555,50,29,10_50,22,Good,Ward 4,Pravin More,Good
709,4,W41709552421329-akK0O,Gum Arabic Tree,Vachellia nilotica,19.3032433,76.49231929,65,37,10_50,29,Good,Ward 4,Pravin More,Good
710,4,W41709552421838-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30325247,76.49225023,62,35,10_50,28,Good,Ward 4,Pravin More,Good
711,4,W41709552422388-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30325406,76.49221066,65,37,10_50,29,Good,Ward 4,Pravin More,Good
712,4,W41709552422910-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30330405,76.49220932,58,33,10_50,26,Good,Ward 4,Pravin More,Good
713,4,W41709552423426-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30328443,76.49228241,52,30,10_50,23,Good,Ward 4,Pravin More,Good
714,4,W41709552425507-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30322399,76.49241619,45,26,10_50,20,Good,Ward 4,Pravin More,Good
715,4,W41709552426699-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30326545,76.49241988,72,41,10_50,32,Good,Ward 4,Pravin More,Good
716,4,W41709552427350-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30324488,76.4924876,52,30,10_50,23,Good,Ward 4,Pravin More,Good
717,4,W41709552429333-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30324836,76.49218116,65,37,10_50,29,Good,Ward 4,Pravin More,Good
718,4,W41709552429836-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30336449,76.49214763,48,27,10_50,22,Good,Ward 4,Pravin More,Good
719,4,W41709552430423-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30332715,76.49217244,41,23,10_50,18,Good,Ward 4,Pravin More,Good
720,4,W41709552431772-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30329013,76.49214629,51,29,10_50,23,Good,Ward 4,Pravin More,Good
721,4,W41709552432289-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30336955,76.49212517,58,33,10_50,26,Good,Ward 4,Pravin More,Good
722,4,W41709552432746-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30332715,76.49211813,59,34,10_50,26,Good,Ward 4,Pravin More,Good
723,4,W41709552433214-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30325057,76.49214529,50,29,10_50,22,Good,Ward 4,Pravin More,Good
724,4,W41709552434887-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30325057,76.4920447,58,33,10_50,26,Good,Ward 4,Pravin More,Good
725,4,W41709552435494-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30326893,76.49211712,65,37,10_50,29,Good,Ward 4,Pravin More,Good
726,4,W41709552436157-akK0O,Gum Arabic Tree,Vachellia nilotica,19.303255,76.49202358,62,35,10_50,28,Good,Ward 4,Pravin More,Good
727,4,W41709552437683-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30340531,76.49208091,65,37,10_50,29,Good,Ward 4,Pravin More,Good
728,4,W41709552438369-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30334329,76.4919468,54,31,10_50,24,Good,Ward 4,Pravin More,Good
729,4,W41709552438938-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30342176,76.49201721,62,35,10_50,28,Good,Ward 4,Pravin More,Good
730,4,W41709552440725-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30348062,76.49198033,74,42,10_50,33,Good,Ward 4,Pravin More,Good
731,4,W41709552446112-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30338759,76.49174128,72,41,10_50,32,Good,Ward 4,Pravin More,Good
732,4,W41709552446550-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30335183,76.49169803,52,30,10_50,23,Good,Ward 4,Pravin More,Good
733,4,W41709552447147-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30340404,76.49165243,65,37,10_50,29,Good,Ward 4,Pravin More,Good
734,4,W41709552447622-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30337493,76.49157532,62,35,10_50,28,Good,Ward 4,Pravin More,Good
735,4,W41709552450354-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30383407,76.49122093,62,35,10_50,28,Good,Ward 4,Pravin More,Good
736,4,W41709552451869-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30362871,76.49122495,53,30,10_50,24,Good,Ward 4,Pravin More,Good
737,4,W41709552452438-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30355086,76.49121892,47,27,10_50,21,Good,Ward 4,Pravin More,Good
738,4,W41709552455432-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30312907,76.49115488,48,27,10_50,22,Good,Ward 4,Pravin More,Good
739,4,W41709552456029-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30326893,76.49129637,41,23,10_50,18,Good,Ward 4,Pravin More,Good
740,4,W41709552459317-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30310628,76.4920276,49,28,10_50,22,Good,Ward 4,Pravin More,Good
741,4,W41709552465464-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30212947,76.49182174,50,29,10_50,22,Good,Ward 4,Pravin More,Good
742,4,W41709552466441-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30219212,76.49171412,58,33,10_50,26,Good,Ward 4,Pravin More,Good
743,4,W41709552466808-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30220383,76.49163231,65,37,10_50,29,Good,Ward 4,Pravin More,Good
744,4,W41709552467182-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30226965,76.49164841,62,35,10_50,28,Good,Ward 4,Pravin More,Good
745,4,W41709552467670-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30233135,76.49171714,45,26,10_50,20,Good,Ward 4,Pravin More,Good
746,4,W41709552469041-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30224655,76.49158135,57,33,10_50,26,Good,Ward 4,Pravin More,Good
747,4,W41709552470031-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30229876,76.49150524,52,30,10_50,23,Good,Ward 4,Pravin More,Good
748,4,W41709552472912-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30234306,76.49148077,47,27,10_50,21,Good,Ward 4,Pravin More,Good
749,4,W41709552473477-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30239843,76.49146803,48,27,10_50,22,Good,Ward 4,Pravin More,Good
750,4,W41709552474077-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30230319,76.49140969,41,23,10_50,18,Good,Ward 4,Pravin More,Good
751,4,W41709552474517-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30244083,76.49134599,49,28,10_50,22,Good,Ward 4,Pravin More,Good
752,4,W41709552474887-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30233705,76.49134364,51,29,10_50,23,Good,Ward 4,Pravin More,Good
753,4,W41709552479313-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30229243,76.4911304,50,29,10_50,22,Good,Ward 4,Pravin More,Good
754,4,W41709552665994-akK0O,Indian-almond Tree,Terminalia catappa,19.30369231,76.49217714,58,33,10_50,26,Good,Ward 4,Pravin More,Good
755,4,W41709552692652-akK0O,Gum Arabic Tree,Vachellia nilotica,19.3043356,76.49136912,65,37,10_50,29,Good,Ward 4,Pravin More,Good
756,4,W41709552694298-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30428149,76.49138119,62,35,10_50,28,Good,Ward 4,Pravin More,Good
757,4,W41709552699595-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30417391,76.49134565,65,37,10_50,29,Good,Ward 4,Pravin More,Good
758,4,W41709552821085-akK0O,Karanja Tree,Milletia Pinnata,19.30380337,76.49144154,58,33,10_50,26,Good,Ward 4,Pravin More,Good
759,4,W41709552902494-akK0O,Karanja Tree,Milletia Pinnata,19.30283321,76.49200346,49,28,10_50,22,Good,Ward 4,Pravin More,Good
760,4,W41709552906685-akK0O,Karanja Tree,Milletia Pinnata,19.30261772,76.49199005,45,26,10_50,20,Good,Ward 4,Pravin More,Good
761,4,W41709552907906-akK0O,Karanja Tree,Milletia Pinnata,19.30260886,76.49237998,72,41,10_50,32,Good,Ward 4,Pravin More,Good
762,4,W41709552913580-akK0O,Karanja Tree,Milletia Pinnata,19.30240413,76.49168495,62,35,10_50,28,Good,Ward 4,Pravin More,Good
763,4,W41709552916924-akK0O,Karanja Tree,Milletia Pinnata,19.30223484,76.49134733,53,30,10_50,24,Good,Ward 4,Pravin More,Good
764,4,W41709552918711-akK0O,Karanja Tree,Milletia Pinnata,19.30239653,76.49127256,47,27,10_50,21,Good,Ward 4,Pravin More,Good
765,4,W41709552919527-akK0O,Karanja Tree,Milletia Pinnata,19.30222566,76.49126351,48,27,10_50,22,Good,Ward 4,Pravin More,Good
766,4,W41709552967148-akK0O,Tamarind Tree,Tamarindus indica,19.30317052,76.49135169,41,23,10_50,18,Good,Ward 4,Pravin More,Good
767,4,W41709552967489-akK0O,Tamarind Tree,Tamarindus indica,19.30311926,76.49135504,49,28,10_50,22,Good,Ward 4,Pravin More,Good
768,4,W41709552967914-akK0O,Tamarind Tree,Tamarindus indica,19.30312622,76.49131011,51,29,10_50,23,Good,Ward 4,Pravin More,Good
769,4,W41709552986758-akK0O,Neem Tree,Azadirachta indica,19.30305439,76.49133392,58,33,10_50,26,Good,Ward 4,Pravin More,Good
770,4,W41709552987152-akK0O,Neem Tree,Azadirachta indica,19.30308572,76.49130274,59,34,10_50,26,Good,Ward 4,Pravin More,Good
771,4,W41709553001052-akK0O,Neem Tree,Azadirachta indica,19.30246615,76.49194546,58,33,10_50,26,Good,Ward 4,Pravin More,Good
772,4,W41709553001572-akK0O,Neem Tree,Azadirachta indica,19.30256361,76.49200983,52,30,10_50,23,Good,Ward 4,Pravin More,Good
773,4,W41709553003493-akK0O,Neem Tree,Azadirachta indica,19.3022899,76.49192903,49,28,10_50,22,Good,Ward 4,Pravin More,Good
774,4,W41709553004021-akK0O,Neem Tree,Azadirachta indica,19.30230952,76.49200581,45,26,10_50,20,Good,Ward 4,Pravin More,Good
775,4,W41709553007359-akK0O,Neem Tree,Azadirachta indica,19.30260474,76.49196893,57,33,10_50,26,Good,Ward 4,Pravin More,Good
776,4,W41709553007800-akK0O,Neem Tree,Azadirachta indica,19.30271644,76.49197865,54,31,10_50,24,Good,Ward 4,Pravin More,Good
777,4,W41709553010373-akK0O,Neem Tree,Azadirachta indica,19.30279998,76.49197228,52,30,10_50,23,Good,Ward 4,Pravin More,Good
778,4,W41709553012262-akK0O,Neem Tree,Azadirachta indica,19.30291168,76.49201855,62,35,10_50,28,Good,Ward 4,Pravin More,Good
779,4,W41709553014022-akK0O,Neem Tree,Azadirachta indica,19.30299364,76.49199005,47,27,10_50,21,Good,Ward 4,Pravin More,Good
780,4,W41709553015361-akK0O,Neem Tree,Azadirachta indica,19.30304426,76.49205577,49,28,10_50,22,Good,Ward 4,Pravin More,Good
781,4,W41709553017431-akK0O,Neem Tree,Azadirachta indica,19.30321419,76.49206214,51,29,10_50,23,Good,Ward 4,Pravin More,Good
782,4,W41709553018915-akK0O,Neem Tree,Azadirachta indica,19.30331259,76.49207555,58,33,10_50,26,Good,Ward 4,Pravin More,Good
783,4,W41709553019925-akK0O,Neem Tree,Azadirachta indica,19.3033879,76.49224151,59,34,10_50,26,Good,Ward 4,Pravin More,Good
784,4,W41709553021100-akK0O,Neem Tree,Azadirachta indica,19.30341891,76.49219189,50,29,10_50,22,Good,Ward 4,Pravin More,Good
785,4,W41709553022906-akK0O,Neem Tree,Azadirachta indica,19.30345973,76.49191864,58,33,10_50,26,Good,Ward 4,Pravin More,Good
786,4,W41709553023440-akK0O,Neem Tree,Azadirachta indica,19.30339961,76.4919468,65,37,10_50,29,Good,Ward 4,Pravin More,Good
787,4,W41709553025005-akK0O,Neem Tree,Azadirachta indica,19.30341923,76.4918489,45,26,10_50,20,Good,Ward 4,Pravin More,Good
788,4,W41709553041179-akK0O,Karanja Tree,Milletia Pinnata,19.30305597,76.49120584,57,33,10_50,26,Good,Ward 4,Pravin More,Good
789,4,W41709553041638-akK0O,Karanja Tree,Milletia Pinnata,19.3030161,76.49120115,54,31,10_50,24,Good,Ward 4,Pravin More,Good
790,4,W41709553050709-akK0O,Sag Tree,Tectona grandis,19.30297971,76.49120081,62,35,10_50,28,Good,Ward 4,Pravin More,Good
791,4,W41709553073022-akK0O,Subabul Tree,Leucaena leucocephala,19.30273733,76.49114214,74,42,10_50,33,Good,Ward 4,Pravin More,Good
792,4,W41709553074618-akK0O,Subabul Tree,Leucaena leucocephala,19.30263322,76.49112739,72,41,10_50,32,Good,Ward 4,Pravin More,Good
793,4,W41709553074928-akK0O,Subabul Tree,Leucaena leucocephala,19.30258196,76.49111163,52,30,10_50,23,Good,Ward 4,Pravin More,Good
794,4,W41709553078909-akK0O,Subabul Tree,Leucaena leucocephala,19.30252057,76.49108816,65,37,10_50,29,Good,Ward 4,Pravin More,Good
795,4,W41709553079360-akK0O,Subabul Tree,Leucaena leucocephala,19.30245887,76.49108615,62,35,10_50,28,Good,Ward 4,Pravin More,Good
796,4,W41709553088799-akK0O,Indian-almond Tree,Terminalia catappa,19.3025133,76.4912102,62,35,10_50,28,Good,Ward 4,Pravin More,Good
797,4,W41709553089519-akK0O,Indian-almond Tree,Terminalia catappa,19.30263322,76.49121992,53,30,10_50,24,Good,Ward 4,Pravin More,Good
798,4,W41709553101532-akK0O,Subabul Tree,Leucaena leucocephala,19.30217598,76.49103183,47,27,10_50,21,Good,Ward 4,Pravin More,Good
799,4,W41709553102543-akK0O,Subabul Tree,Leucaena leucocephala,19.3021051,76.49103552,48,27,10_50,22,Good,Ward 4,Pravin More,Good
800,4,W41709553103049-akK0O,Subabul Tree,Leucaena leucocephala,19.30213421,76.49114482,41,23,10_50,18,Good,Ward 4,Pravin More,Good
801,4,W41709553127631-akK0O,Tamarind Tree,Tamarindus indica,19.30269714,76.49113946,51,29,10_50,23,Good,Ward 4,Pravin More,Good
802,4,W41709553129232-akK0O,Tamarind Tree,Tamarindus indica,19.30281897,76.49114516,58,33,10_50,26,Good,Ward 4,Pravin More,Good
803,4,W41709553228707-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30195005,76.49100333,50,29,10_50,22,Good,Ward 4,Pravin More,Good
804,4,W41709553230732-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30178899,76.49097081,62,35,10_50,28,Good,Ward 4,Pravin More,Good
805,4,W41709553232211-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30165387,76.49095941,58,33,10_50,26,Good,Ward 4,Pravin More,Good
806,4,W41709553234328-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30141244,76.49094835,45,26,10_50,20,Good,Ward 4,Pravin More,Good
807,4,W41709553234723-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30151274,76.49100032,72,41,10_50,32,Good,Ward 4,Pravin More,Good
808,4,W41709553236058-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30139377,76.49105731,65,37,10_50,29,Good,Ward 4,Pravin More,Good
809,4,W41709553236549-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30143459,76.49109419,62,35,10_50,28,Good,Ward 4,Pravin More,Good
810,4,W41709553236869-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30149281,76.49111096,62,35,10_50,28,Good,Ward 4,Pravin More,Good
811,4,W41709553249780-akK0O,Karanja Tree,Milletia Pinnata,19.30146433,76.49093762,53,30,10_50,24,Good,Ward 4,Pravin More,Good
812,4,W41709553251099-akK0O,Karanja Tree,Milletia Pinnata,19.30153932,76.49098087,47,27,10_50,21,Good,Ward 4,Pravin More,Good
813,4,W41709553251564-akK0O,Karanja Tree,Milletia Pinnata,19.30157034,76.49103653,48,27,10_50,22,Good,Ward 4,Pravin More,Good
814,4,W41709553253055-akK0O,Karanja Tree,Milletia Pinnata,19.30160451,76.49094969,49,28,10_50,22,Good,Ward 4,Pravin More,Good
815,4,W41709553254732-akK0O,Karanja Tree,Milletia Pinnata,19.30172697,76.49100568,58,33,10_50,26,Good,Ward 4,Pravin More,Good
816,4,W41709553256672-akK0O,Karanja Tree,Milletia Pinnata,19.30183234,76.4910268,59,34,10_50,26,Good,Ward 4,Pravin More,Good
817,4,W41709553257557-akK0O,Karanja Tree,Milletia Pinnata,19.30185164,76.49095438,50,29,10_50,22,Good,Ward 4,Pravin More,Good
818,4,W41709553259018-akK0O,Karanja Tree,Milletia Pinnata,19.30198929,76.49098322,58,33,10_50,26,Good,Ward 4,Pravin More,Good
819,4,W41709553259563-akK0O,Karanja Tree,Milletia Pinnata,19.30199055,76.49107609,65,37,10_50,29,Good,Ward 4,Pravin More,Good
820,4,W41709553260162-akK0O,Karanja Tree,Milletia Pinnata,19.30205384,76.49101943,62,35,10_50,28,Good,Ward 4,Pravin More,Good
821,4,W41709553262067-akK0O,Karanja Tree,Milletia Pinnata,19.30213959,76.49103519,65,37,10_50,29,Good,Ward 4,Pravin More,Good
822,4,W41709553262885-akK0O,Karanja Tree,Milletia Pinnata,19.30211428,76.49110392,58,33,10_50,26,Good,Ward 4,Pravin More,Good
823,4,W41709553266973-akK0O,Karanja Tree,Milletia Pinnata,19.30225889,76.49109855,52,30,10_50,23,Good,Ward 4,Pravin More,Good
824,4,W41709553280911-akK0O,Chafa Tree, Plumeria rubra acutifolia.,19.30200131,76.49120517,45,26,10_50,20,Good,Ward 4,Pravin More,Good
825,4,W41709553282703-akK0O,Chafa Tree, Plumeria rubra acutifolia.,19.30208865,76.49118271,57,33,10_50,26,Good,Ward 4,Pravin More,Good
826,4,W41709553283881-akK0O,Chafa Tree, Plumeria rubra acutifolia.,19.30196303,76.49116863,54,31,10_50,24,Good,Ward 4,Pravin More,Good
827,4,W41709553341999-akK0O,Neem Tree,Azadirachta indica,19.30154502,76.49092689,74,42,10_50,33,Good,Ward 4,Pravin More,Good
828,4,W41709553476182-akK0O,Coconut Tree,Cocos nucifera,19.30099032,76.49089001,72,41,10_50,32,Good,Ward 4,Pravin More,Good
829,4,W41709553492830-akK0O,Palm tree,Arecaceae,19.30087988,76.49086654,52,30,10_50,23,Good,Ward 4,Pravin More,Good
830,4,W41709553493727-akK0O,Palm tree,Arecaceae,19.30087324,76.49092555,65,37,10_50,29,Good,Ward 4,Pravin More,Good
831,4,W41709553495762-akK0O,Palm tree,Arecaceae,19.3008571,76.49097048,62,35,10_50,28,Good,Ward 4,Pravin More,Good
832,4,W41709553496480-akK0O,Palm tree,Arecaceae,19.30085204,76.49101943,62,35,10_50,28,Good,Ward 4,Pravin More,Good
833,4,W41709553497887-akK0O,Palm tree,Arecaceae,19.30084887,76.49107542,53,30,10_50,24,Good,Ward 4,Pravin More,Good
834,4,W41709553498555-akK0O,Palm tree,Arecaceae,19.30084444,76.49112705,47,27,10_50,21,Good,Ward 4,Pravin More,Good
835,4,W41709553499857-akK0O,Palm tree,Arecaceae,19.30083495,76.49117701,48,27,10_50,22,Good,Ward 4,Pravin More,Good
836,4,W41709553501700-akK0O,Palm tree,Arecaceae,19.30080141,76.4912159,41,23,10_50,18,Good,Ward 4,Pravin More,Good
837,4,W41709553505061-akK0O,Palm tree,Arecaceae,19.30080552,76.4912843,49,28,10_50,22,Good,Ward 4,Pravin More,Good
838,4,W41709553505975-akK0O,Palm tree,Arecaceae,19.30080267,76.49133861,51,29,10_50,23,Good,Ward 4,Pravin More,Good
839,4,W41709553509072-akK0O,Palm tree,Arecaceae,19.30111594,76.49102379,58,33,10_50,26,Good,Ward 4,Pravin More,Good
840,4,W41709553512848-akK0O,Palm tree,Arecaceae,19.30111847,76.4910553,59,34,10_50,26,Good,Ward 4,Pravin More,Good
841,4,W41709553513543-akK0O,Palm tree,Arecaceae,19.30110708,76.49109486,50,29,10_50,22,Good,Ward 4,Pravin More,Good
842,4,W41709553514886-akK0O,Palm tree,Arecaceae,19.30109727,76.49113175,58,33,10_50,26,Good,Ward 4,Pravin More,Good
843,4,W41709553515568-akK0O,Palm tree,Arecaceae,19.3011017,76.49117131,65,37,10_50,29,Good,Ward 4,Pravin More,Good
844,4,W41709553516268-akK0O,Palm tree,Arecaceae,19.30109537,76.49120048,62,35,10_50,28,Good,Ward 4,Pravin More,Good
845,4,W41709553517574-akK0O,Palm tree,Arecaceae,19.30109221,76.49123769,45,26,10_50,20,Good,Ward 4,Pravin More,Good
846,4,W41709553523872-akK0O,Palm tree,Arecaceae,19.30107449,76.49142813,57,33,10_50,26,Good,Ward 4,Pravin More,Good
847,4,W41709553527282-akK0O,Palm tree,Arecaceae,19.3007897,76.49138488,54,31,10_50,24,Good,Ward 4,Pravin More,Good
848,4,W41709553528034-akK0O,Palm tree,Arecaceae,19.30078432,76.49145227,62,35,10_50,28,Good,Ward 4,Pravin More,Good
849,4,W41709553528782-akK0O,Palm tree,Arecaceae,19.30082672,76.49147104,74,42,10_50,33,Good,Ward 4,Pravin More,Good
850,4,W41709553534962-akK0O,Palm tree,Arecaceae,19.30107797,76.49101876,72,41,10_50,32,Good,Ward 4,Pravin More,Good
851,4,W41709553539187-akK0O,Palm tree,Arecaceae,19.30097544,76.4910211,52,30,10_50,23,Good,Ward 4,Pravin More,Good
852,4,W41709553569147-akK0O,Coconut Tree,Cocos nucifera,19.30082799,76.49087626,65,37,10_50,29,Good,Ward 4,Pravin More,Good
853,4,W41709553569703-akK0O,Coconut Tree,Cocos nucifera,19.30077894,76.49086989,62,35,10_50,28,Good,Ward 4,Pravin More,Good
854,4,W41709553571167-akK0O,Coconut Tree,Cocos nucifera,19.30065363,76.49084978,62,35,10_50,28,Good,Ward 4,Pravin More,Good
